Date,Mkt,Rf,Rm-Rf,S,B,SMB,H,L,HML,U,D,UMD,S-Rf,B-Rf,H-Rf,L-Rf,U-Rf,D-Rf
196008,0.0323,0.0017,0.0306,0.032133333,0.030033333,0.0021,0.0332,0.0243,0.0089,0.04895,0.03035,0.0186,0.029633333,0.027533333,0.0307,0.0218,0.04645,0.02785
196009,-0.0586,0.0016,-0.0602,-0.064966667,-0.0547,-0.010266667,-0.0576,-0.07125,0.01365,-0.0593,-0.06225,0.00295,-0.067466667,-0.0572,-0.0601,-0.07375,-0.0618,-0.06475
196010,-0.0048,0.0022,-0.007,-0.0367,0.0002,-0.0369,-0.0084,-0.03145,0.02305,-0.0166,-0.02915,0.01255,-0.0392,-0.0023,-0.0109,-0.03395,-0.0191,-0.03165
196011,0.0485,0.0013,0.0472,0.050133333,0.0451,0.005033333,0.03495,0.06565,-0.0307,0.06925,0.0327,0.03655,0.047633333,0.0426,0.03245,0.06315,0.06675,0.0302
196012,0.0485,0.0016,0.0469,0.034466667,0.0481,-0.013633333,0.0312,0.03935,-0.00815,0.05075,0.0362,0.01455,0.031966667,0.0456,0.0287,0.03685,0.04825,0.0337
196101,0.0639,0.0019,0.062,0.083066667,0.0758,0.007266667,0.09895,0.06185,0.0371,0.05565,0.09585,-0.0402,0.080566667,0.0733,0.09645,0.05935,0.05315,0.09335
196102,0.037,0.0014,0.0356,0.069766667,0.032433333,0.037333333,0.04975,0.0575,-0.00775,0.06365,0.0535,0.01015,0.067266667,0.029933333,0.04725,0.055,0.06115,0.051
196103,0.0306,0.002,0.0286,0.063533333,0.0272,0.036333333,0.03995,0.0529,-0.01295,0.0651,0.02445,0.04065,0.061033333,0.0247,0.03745,0.0504,0.0626,0.02195
196104,0.0057,0.0017,0.004,0.011033333,0.011133333,-0.0001,0.0236,0.0041,0.0195,0.02005,-0.01465,0.0347,0.008533333,0.008633333,0.0211,0.0016,0.01755,-0.01715
196105,0.0258,0.0018,0.024,0.0453,0.024766667,0.020533333,0.0377,0.03345,0.00425,0.02895,0.04455,-0.0156,0.0428,0.022266667,0.0352,0.03095,0.02645,0.04205
196106,-0.0285,0.002,-0.0305,-0.0536,-0.0284,-0.0252,-0.04315,-0.041,-0.00215,-0.0404,-0.043,0.0026,-0.0561,-0.0309,-0.04565,-0.0435,-0.0429,-0.0455
196107,0.0299,0.0018,0.0281,0.0078,0.0259,-0.0181,0.0118,0.01545,-0.00365,0.0213,0.0188,0.0025,0.0053,0.0234,0.0093,0.01295,0.0188,0.0163
196108,0.0269,0.0014,0.0255,0.0069,0.025133333,-0.018233333,0.01725,0.0192,-0.00195,0.0282,0.01205,0.01615,0.0044,0.022633333,0.01475,0.0167,0.0257,0.00955
196109,-0.02,0.0017,-0.0217,-0.0383,-0.026033333,-0.012266667,-0.0351,-0.03005,-0.00505,-0.0227,-0.03015,0.00745,-0.0408,-0.028533333,-0.0376,-0.03255,-0.0252,-0.03265
196110,0.0274,0.0019,0.0255,0.0125,0.031233333,-0.018733333,0.0164,0.0126,0.0038,0.03775,0.0059,0.03185,0.01,0.028733333,0.0139,0.0101,0.03525,0.0034
196111,0.0454,0.0015,0.0439,0.054666667,0.043933333,0.010733333,0.04375,0.0538,-0.01005,0.0546,0.0414,0.0132,0.052166667,0.041433333,0.04125,0.0513,0.0521,0.0389
196112,0.0007,0.0019,-0.0012,-0.005133333,0.005966667,-0.0111,0.01155,-0.0124,0.02395,-0.01565,0.0068,-0.02245,-0.007633333,0.003466667,0.00905,-0.0149,-0.01815,0.0043
196201,-0.0362,0.0024,-0.0386,-0.002633333,-0.021366667,0.018733333,0.01405,-0.0373,0.05135,-0.03375,-0.0133,-0.02045,-0.005133333,-0.023866667,0.01155,-0.0398,-0.03625,-0.0158
196202,0.0195,0.002,0.0175,0.008833333,0.022,-0.013166667,0.0205,0.00955,0.01095,0.0036,0.01315,-0.00955,0.006333333,0.0195,0.018,0.00705,0.0011,0.01065
196203,-0.0047,0.002,-0.0067,-0.0076,-0.009333333,0.001733333,-0.0141,-0.00585,-0.00825,0.00125,-0.017,0.01825,-0.0101,-0.011833333,-0.0166,-0.00835,-0.00125,-0.0195
196204,-0.0635,0.0022,-0.0657,-0.071766667,-0.061133333,-0.010633333,-0.06475,-0.07185,0.0071,-0.06005,-0.08885,0.0288,-0.074266667,-0.063633333,-0.06725,-0.07435,-0.06255,-0.09135
196205,-0.0847,0.0024,-0.0871,-0.103633333,-0.073033333,-0.0306,-0.0778,-0.10325,0.02545,-0.09345,-0.09685,0.0034,-0.106133333,-0.075533333,-0.0803,-0.10575,-0.09595,-0.09935
196206,-0.0826,0.002,-0.0846,-0.0844,-0.0751,-0.0093,-0.0679,-0.09915,0.03125,-0.06055,-0.1247,0.06415,-0.0869,-0.0776,-0.0704,-0.10165,-0.06305,-0.1272
196207,0.0655,0.0027,0.0628,0.071833333,0.0562,0.015633333,0.04985,0.0867,-0.03685,0.06585,0.0586,0.00725,0.069333333,0.0537,0.04735,0.0842,0.06335,0.0561
196208,0.0234,0.0023,0.0211,0.034666667,0.022666667,0.012,0.0248,0.03615,-0.01135,0.0277,0.0336,-0.0059,0.032166667,0.020166667,0.0223,0.03365,0.0252,0.0311
196209,-0.0502,0.0021,-0.0523,-0.071933333,-0.046533333,-0.0254,-0.0533,-0.0664,0.0131,-0.04125,-0.08085,0.0396,-0.074433333,-0.049033333,-0.0558,-0.0689,-0.04375,-0.08335
196210,0.0022,0.0026,-0.0004,-0.034366667,0.0054,-0.039766667,-0.0081,-0.02205,0.01395,-0.0137,-0.0209,0.0072,-0.036866667,0.0029,-0.0106,-0.02455,-0.0162,-0.0234
196211,0.1101,0.002,0.1081,0.141366667,0.116666667,0.0247,0.14025,0.13075,0.0095,0.101,0.1725,-0.0715,0.138866667,0.114166667,0.13775,0.12825,0.0985,0.17
196212,0.0119,0.0023,0.0096,-0.0245,0.014333333,-0.038833333,-0.0081,-0.01075,0.00265,0.0226,-0.0355,0.0581,-0.027,0.011833333,-0.0106,-0.01325,0.0201,-0.038
196301,0.0518,0.0025,0.0493,0.085966667,0.0548,0.031166667,0.0868,0.0629,0.0239,0.0629,0.084,-0.0211,0.083466667,0.0523,0.0843,0.0604,0.0604,0.0815
196302,-0.0219,0.0023,-0.0242,-0.015266667,-0.0182,0.002933333,-0.0066,-0.0278,0.0212,-0.0067,-0.03165,0.02495,-0.017766667,-0.0207,-0.0091,-0.0303,-0.0092,-0.03415
196303,0.0329,0.0023,0.0306,0.013566667,0.0397,-0.026133333,0.0366,0.0184,0.0182,0.0358,0.02,0.0158,0.011066667,0.0372,0.0341,0.0159,0.0333,0.0175
196304,0.0474,0.0025,0.0449,0.0387,0.050566667,-0.011866667,0.0541,0.0444,0.0097,0.04385,0.0446,-0.00075,0.0362,0.048066667,0.0516,0.0419,0.04135,0.0421
196305,0.0201,0.0024,0.0177,0.033533333,0.0235,0.010033333,0.04565,0.0195,0.02615,0.0356,0.0319,0.0037,0.031033333,0.021,0.04315,0.017,0.0331,0.0294
196306,-0.018,0.0023,-0.0203,-0.016633333,-0.0137,-0.002933333,-0.01005,-0.01905,0.009,-0.0086,-0.02045,0.01185,-0.019133333,-0.0162,-0.01255,-0.02155,-0.0111,-0.02295
196307,-0.0017,0.0027,-0.0044,-0.009233333,-0.004833333,-0.0044,-0.0146,-0.0052,-0.0094,-0.00455,-0.01445,0.0099,-0.011733333,-0.007333333,-0.0171,-0.0077,-0.00705,-0.01695
196308,0.0527,0.0025,0.0502,0.048433333,0.058466667,-0.010033333,0.06635,0.0488,0.01755,0.0599,0.04905,0.01085,0.045933333,0.055966667,0.06385,0.0463,0.0574,0.04655
196309,-0.0119,0.0027,-0.0146,-0.017866667,-0.014933333,-0.002933333,-0.01815,-0.0196,0.00145,-0.0201,-0.02145,0.00135,-0.020366667,-0.017433333,-0.02065,-0.0221,-0.0226,-0.02395
196310,0.0277,0.0029,0.0248,0.0179,0.023866667,-0.005966667,0.0232,0.02485,-0.00165,0.0405,0.0091,0.0314,0.0154,0.021366667,0.0207,0.02235,0.038,0.0066
196311,-0.0055,0.0027,-0.0082,-0.0153,-0.004066667,-0.011233333,-0.00015,-0.01545,0.0153,-0.02045,-0.0129,-0.00755,-0.0178,-0.006566667,-0.00265,-0.01795,-0.02295,-0.0154
196312,0.0217,0.0029,0.0188,0.003666667,0.023533333,-0.019866667,0.01155,0.0117,-0.00015,0.01375,-0.0031,0.01685,0.001166667,0.021033333,0.00905,0.0092,0.01125,-0.0056
196401,0.0258,0.003,0.0228,0.024466667,0.026633333,-0.002166667,0.0312,0.0178,0.0134,0.0248,0.0138,0.011,0.021966667,0.024133333,0.0287,0.0153,0.0223,0.0113
196402,0.0172,0.0026,0.0146,0.025866667,0.0255,0.000366667,0.0434,0.015,0.0284,0.0231,0.02065,0.00245,0.023366667,0.023,0.0409,0.0125,0.0206,0.01815
196403,0.0176,0.0031,0.0145,0.032766667,0.022966667,0.0098,0.03995,0.0075,0.03245,0.02765,0.02055,0.0071,0.030266667,0.020466667,0.03745,0.005,0.02515,0.01805
196404,0.0046,0.0029,0.0017,-0.0118,0.002566667,-0.014366667,-0.01085,-0.006,-0.00485,-0.00135,0.00455,-0.0059,-0.0143,6.66667E-05,-0.01335,-0.0085,-0.00385,0.00205
196405,0.0174,0.0026,0.0148,0.0122,0.022366667,-0.010166667,0.03,0.01155,0.01845,0.02735,0.00175,0.0256,0.0097,0.019866667,0.0275,0.00905,0.02485,-0.00075
196406,0.0151,0.003,0.0121,0.0156,0.017733333,-0.002133333,0.0213,0.01575,0.00555,0.0161,0.01125,0.00485,0.0131,0.015233333,0.0188,0.01325,0.0136,0.00875
196407,0.0201,0.003,0.0171,0.022033333,0.021733333,0.0003,0.0241,0.01505,0.00905,0.02295,0.02615,-0.0032,0.019533333,0.019233333,0.0216,0.01255,0.02045,0.02365
196408,-0.0113,0.0028,-0.0141,-0.010266667,-0.0105,0.000233333,-0.01225,-0.01405,0.0018,-0.0105,-0.0084,-0.0021,-0.012766667,-0.013,-0.01475,-0.01655,-0.013,-0.0109
196409,0.0305,0.0028,0.0277,0.0343,0.039433333,-0.005133333,0.04775,0.02905,0.0187,0.03585,0.0397,-0.00385,0.0318,0.036933333,0.04525,0.02655,0.03335,0.0372
196410,0.0089,0.0029,0.006,0.015166667,0.0115,0.003666667,0.01675,0.00805,0.0087,0.01275,0.01095,0.0018,0.012666667,0.009,0.01425,0.00555,0.01025,0.00845
196411,0.0031,0.0029,0.0002,-0.002133333,-0.0073,0.005166667,-0.0175,0.00075,-0.01825,0.0051,-0.0059,0.011,-0.004633333,-0.0098,-0.02,-0.00175,0.0026,-0.0084
196412,0.0037,0.0031,0.0006,-0.0067,-0.004433333,-0.002266667,-0.01795,0.0076,-0.02555,-0.00575,0.0013,-0.00705,-0.0092,-0.006933333,-0.02045,0.0051,-0.00825,-0.0012
196501,0.0386,0.0028,0.0358,0.065433333,0.039533333,0.0259,0.0575,0.0524,0.0051,0.0431,0.0562,-0.0131,0.062933333,0.037033333,0.055,0.0499,0.0406,0.0537
196502,0.0069,0.003,0.0039,0.0381,0.004766667,0.033333333,0.02315,0.0201,0.00305,0.0244,0.02155,0.00285,0.0356,0.002266667,0.02065,0.0176,0.0219,0.01905
196503,-0.0097,0.0036,-0.0133,0.0108,-0.0068,0.0176,0.01,-0.0016,0.0116,0.0036,0.0027,0.0009,0.0083,-0.0093,0.0075,-0.0041,0.0011,0.0002
196504,0.0337,0.0031,0.0306,0.043933333,0.0312,0.012733333,0.0417,0.0349,0.0068,0.05525,0.02985,0.0254,0.041433333,0.0287,0.0392,0.0324,0.05275,0.02735
196505,-0.0044,0.0031,-0.0075,-0.007333333,-0.0081,0.000766667,-0.01665,-0.00255,-0.0141,-0.00245,-0.0078,0.00535,-0.009833333,-0.0106,-0.01915,-0.00505,-0.00495,-0.0103
196506,-0.0519,0.0035,-0.0554,-0.0898,-0.049133333,-0.040666667,-0.0665,-0.0702,0.0037,-0.08965,-0.0584,-0.03125,-0.0923,-0.051633333,-0.069,-0.0727,-0.09215,-0.0609
196507,0.0168,0.0031,0.0137,0.032,0.0237,0.0083,0.0414,0.0186,0.0228,0.0502,0.00935,0.04085,0.0295,0.0212,0.0389,0.0161,0.0477,0.00685
196508,0.0309,0.0033,0.0276,0.055433333,0.027266667,0.028166667,0.038,0.0482,-0.0102,0.0607,0.03495,0.02575,0.052933333,0.024766667,0.0355,0.0457,0.0582,0.03245
196509,0.032,0.0031,0.0289,0.038933333,0.032133333,0.0068,0.0367,0.04195,-0.00525,0.05355,0.02035,0.0332,0.036433333,0.029633333,0.0342,0.03945,0.05105,0.01785
196510,0.0293,0.0031,0.0262,0.059866667,0.034066667,0.0258,0.05905,0.046,0.01305,0.06425,0.02985,0.0344,0.057366667,0.031566667,0.05655,0.0435,0.06175,0.02735
196511,0.0031,0.0035,-0.0004,0.046566667,-0.001633333,0.0482,0.02165,0.0231,-0.00145,0.04845,0.0043,0.04415,0.044066667,-0.004133333,0.01915,0.0206,0.04595,0.0018
196512,0.0135,0.0033,0.0102,0.043066667,0.019166667,0.0239,0.0434,0.03025,0.01315,0.03015,0.02885,0.0013,0.040566667,0.016666667,0.0409,0.02775,0.02765,0.02635
196601,0.0121,0.0038,0.0083,0.056566667,0.0176,0.038966667,0.056,0.0208,0.0352,0.0683,0.0144,0.0539,0.054066667,0.0151,0.0535,0.0183,0.0658,0.0119
196602,-0.0086,0.0035,-0.0121,0.0365,-0.010566667,0.047066667,0.0136,0.0156,-0.002,0.0415,-0.0039,0.0454,0.034,-0.013066667,0.0111,0.0131,0.039,-0.0064
196603,-0.0209,0.0038,-0.0247,-0.017233333,-0.0277,0.010466667,-0.02955,-0.01015,-0.0194,-0.0098,-0.0233,0.0135,-0.019733333,-0.0302,-0.03205,-0.01265,-0.0123,-0.0258
196604,0.0248,0.0034,0.0214,0.053566667,0.0193,0.034266667,0.0348,0.0426,-0.0078,0.06685,0.00475,0.0621,0.051066667,0.0168,0.0323,0.0401,0.06435,0.00225
196605,-0.0525,0.0041,-0.0566,-0.099666667,-0.054566667,-0.0451,-0.086,-0.07185,-0.01415,-0.0983,-0.05115,-0.04715,-0.102166667,-0.057066667,-0.0885,-0.07435,-0.1008,-0.05365
196606,-0.0103,0.0038,-0.0141,0.0024,-0.0081,0.0105,-0.0016,-0.0069,0.0053,0.0154,-0.018,0.0334,-1E-04,-0.0106,-0.0041,-0.0094,0.0129,-0.0205
196607,-0.0129,0.0035,-0.0164,-0.014733333,-0.0101,-0.004633333,-0.00725,-0.0181,0.01085,-0.0201,-0.006,-0.0141,-0.017233333,-0.0126,-0.00975,-0.0206,-0.0226,-0.0085
196608,-0.0754,0.0041,-0.0795,-0.104933333,-0.0722,-0.032733333,-0.08975,-0.09365,0.0039,-0.10185,-0.081,-0.02085,-0.107433333,-0.0747,-0.09225,-0.09615,-0.10435,-0.0835
196609,-0.007,0.004,-0.011,-0.015333333,-0.004066667,-0.011266667,-0.01,-0.01525,0.00525,-0.0247,-0.00695,-0.01775,-0.017833333,-0.006566667,-0.0125,-0.01775,-0.0272,-0.00945
196610,0.0423,0.0045,0.0378,-0.013666667,0.052733333,-0.0664,0.0258,-0.00285,0.02865,-0.02225,0.02915,-0.0514,-0.016166667,0.050233333,0.0233,-0.00535,-0.02475,0.02665
196611,0.0175,0.004,0.0135,0.048566667,0.006033333,0.042533333,0.00885,0.05355,-0.0447,0.0686,0.0113,0.0573,0.046066667,0.003533333,0.00635,0.05105,0.0661,0.0088
196612,0.0062,0.004,0.0022,0.020566667,0.004,0.016566667,0.00345,0.015,-0.01155,0.0181,0.00735,0.01075,0.018066667,0.0015,0.00095,0.0125,0.0156,0.00485
196701,0.0855,0.0043,0.0812,0.171466667,0.087833333,0.083633333,0.14765,0.129,0.01865,0.1077,0.17525,-0.06755,0.168966667,0.085333333,0.14515,0.1265,0.1052,0.17275
196702,0.0109,0.0036,0.0073,0.036033333,0.0027,0.033333333,0.01145,0.0333,-0.02185,0.0388,0.00325,0.03555,0.033533333,0.0002,0.00895,0.0308,0.0363,0.00075
196703,0.0434,0.0039,0.0395,0.0608,0.042966667,0.017833333,0.05295,0.05175,0.0012,0.0605,0.0462,0.0143,0.0583,0.040466667,0.05045,0.04925,0.058,0.0437
196704,0.0416,0.0032,0.0384,0.0425,0.037033333,0.005466667,0.03165,0.0586,-0.02695,0.05385,0.0477,0.00615,0.04,0.034533333,0.02915,0.0561,0.05135,0.0452
196705,-0.0393,0.0033,-0.0426,-0.015933333,-0.0367,0.020766667,-0.02375,-0.0317,0.00795,-0.0255,-0.03135,0.00585,-0.018433333,-0.0392,-0.02625,-0.0342,-0.028,-0.03385
196706,0.0269,0.0027,0.0242,0.085366667,0.0272,0.058166667,0.0639,0.0537,0.0102,0.0891,0.0287,0.0604,0.082866667,0.0247,0.0614,0.0512,0.0866,0.0262
196707,0.0492,0.0032,0.046,0.082166667,0.052033333,0.030133333,0.0864,0.05985,0.02655,0.0695,0.0804,-0.0109,0.079666667,0.049533333,0.0839,0.05735,0.067,0.0779
196708,-0.0063,0.0031,-0.0094,0.002966667,-0.002066667,0.005033333,0.00745,-0.0071,0.01455,-0.01135,0.0029,-0.01425,0.000466667,-0.004566667,0.00495,-0.0096,-0.01385,0.0004
196709,0.0343,0.0032,0.0311,0.055833333,0.0253,0.030533333,0.0296,0.0527,-0.0231,0.05925,0.03385,0.0254,0.053333333,0.0228,0.0271,0.0502,0.05675,0.03135
196710,-0.0274,0.0039,-0.0313,-0.0212,-0.036366667,0.015166667,-0.0457,-0.0103,-0.0354,-0.0001,-0.0365,0.0364,-0.0237,-0.038866667,-0.0482,-0.0128,-0.0026,-0.039
196711,0.0079,0.0036,0.0043,0.0066,0.004266667,0.002333333,-0.0053,0.0131,-0.0184,0.01445,0.00155,0.0129,0.0041,0.001766667,-0.0078,0.0106,0.01195,-0.00095
196712,0.0337,0.0033,0.0304,0.0879,0.032366667,0.055533333,0.06175,0.0629,-0.00115,0.07265,0.0403,0.03235,0.0854,0.029866667,0.05925,0.0604,0.07015,0.0378
196801,-0.0363,0.004,-0.0403,0.010033333,-0.028633333,0.038666667,0.01135,-0.03605,0.0474,-0.038,0.0084,-0.0464,0.007533333,-0.031133333,0.00885,-0.03855,-0.0405,0.0059
196802,-0.0336,0.0039,-0.0375,-0.0573,-0.029433333,-0.027866667,-0.0424,-0.0518,0.0094,-0.0639,-0.02985,-0.03405,-0.0598,-0.031933333,-0.0449,-0.0543,-0.0664,-0.03235
196803,0.0051,0.0038,0.0013,-0.008366667,0.006466667,-0.014833333,0.00085,0.00535,-0.0045,0.02125,-0.0106,0.03185,-0.010866667,0.003966667,-0.00165,0.00285,0.01875,-0.0131
196804,0.0941,0.0043,0.0898,0.148166667,0.090833333,0.057333333,0.124,0.13505,-0.01105,0.1507,0.09925,0.05145,0.145666667,0.088333333,0.1215,0.13255,0.1482,0.09675
196805,0.027,0.0045,0.0225,0.0899,0.0256,0.0643,0.06985,0.0626,0.00725,0.0799,0.0426,0.0373,0.0874,0.0231,0.06735,0.0601,0.0774,0.0401
196806,0.0115,0.0043,0.0072,0.008566667,0.010633333,-0.002066667,0.0048,-0.0029,0.0077,0.00065,0.0198,-0.01915,0.006066667,0.008133333,0.0023,-0.0054,-0.00185,0.0173
196807,-0.022,0.0048,-0.0268,-0.025633333,-0.0124,-0.013233333,0.00345,-0.05125,0.0547,-0.0364,-0.02795,-0.00845,-0.028133333,-0.0149,0.00095,-0.05375,-0.0389,-0.03045
196808,0.018,0.0042,0.0138,0.039466667,0.017066667,0.0224,0.03505,0.0257,0.00935,0.0358,0.01695,0.01885,0.036966667,0.014566667,0.03255,0.0232,0.0333,0.01445
196809,0.0445,0.0043,0.0402,0.0685,0.040766667,0.027733333,0.0547,0.0532,0.0015,0.05665,0.06325,-0.0066,0.066,0.038266667,0.0522,0.0507,0.05415,0.06075
196810,0.009,0.0044,0.0046,0.0104,0.014166667,-0.003766667,0.02255,-0.0052,0.02775,0.00075,0.0157,-0.01495,0.0079,0.011666667,0.02005,-0.0077,-0.00175,0.0132
196811,0.0585,0.0042,0.0543,0.0777,0.055133333,0.022566667,0.0622,0.0693,-0.0071,0.08275,0.0661,0.01665,0.0752,0.052633333,0.0597,0.0668,0.08025,0.0636
196812,-0.0339,0.0043,-0.0382,-0.0038,-0.0381,0.0343,-0.0224,-0.0223,-0.0001,-0.0243,-0.02535,0.00105,-0.0063,-0.0406,-0.0249,-0.0248,-0.0268,-0.02785
196901,-0.0067,0.0053,-0.012,-0.011966667,-0.004266667,-0.0077,-0.00255,-0.0177,0.01515,-0.0117,-0.0101,-0.0016,-0.014466667,-0.006766667,-0.00505,-0.0202,-0.0142,-0.0126
196902,-0.0536,0.0046,-0.0582,-0.0852,-0.047266667,-0.037933333,-0.06205,-0.0707,0.00865,-0.0861,-0.06125,-0.02485,-0.0877,-0.049766667,-0.06455,-0.0732,-0.0886,-0.06375
196903,0.0305,0.0046,0.0259,0.027766667,0.0313,-0.003533333,0.0292,0.03575,-0.00655,0.0474,0.0078,0.0396,0.025266667,0.0288,0.0267,0.03325,0.0449,0.0053
196904,0.0205,0.0053,0.0152,0.014033333,0.021733333,-0.0077,0.02175,0.02125,0.0005,0.0223,0.01055,0.01175,0.011533333,0.019233333,0.01925,0.01875,0.0198,0.00805
196905,0.005,0.0048,0.0002,0.002766667,0.004733333,-0.001966667,0.0046,-0.0019,0.0065,0.0078,-0.00885,0.01665,0.000266667,0.002233333,0.0021,-0.0044,0.0053,-0.01135
196906,-0.0674,0.0051,-0.0725,-0.1141,-0.060933333,-0.053166667,-0.0886,-0.07785,-0.01075,-0.1001,-0.07785,-0.02225,-0.1166,-0.063433333,-0.0911,-0.08035,-0.1026,-0.08035
196907,-0.0652,0.0053,-0.0705,-0.0929,-0.060333333,-0.032566667,-0.0668,-0.07935,0.01255,-0.08045,-0.09675,0.0163,-0.0954,-0.062833333,-0.0693,-0.08185,-0.08295,-0.09925
196908,0.0515,0.005,0.0465,0.053633333,0.045933333,0.0077,0.0316,0.06985,-0.03825,0.07095,0.04955,0.0214,0.051133333,0.043433333,0.0291,0.06735,0.06845,0.04705
196909,-0.0226,0.0062,-0.0288,-0.018033333,-0.0298,0.011766667,-0.0393,-0.0063,-0.033,-0.01205,-0.03695,0.0249,-0.020533333,-0.0323,-0.0418,-0.0088,-0.01455,-0.03945
196910,0.0556,0.006,0.0496,0.085633333,0.0487,0.036933333,0.05355,0.0878,-0.03425,0.05765,0.1012,-0.04355,0.083133333,0.0462,0.05105,0.0853,0.05515,0.0987
196911,-0.0322,0.0052,-0.0374,-0.0568,-0.031233333,-0.025566667,-0.0503,-0.0378,-0.0125,-0.02575,-0.0618,0.03605,-0.0593,-0.033733333,-0.0528,-0.0403,-0.02825,-0.0643
196912,-0.0197,0.0064,-0.0261,-0.055466667,-0.019833333,-0.035633333,-0.0546,-0.0237,-0.0309,-0.0203,-0.07065,0.05035,-0.057966667,-0.022333333,-0.0571,-0.0262,-0.0228,-0.07315
197001,-0.0733,0.006,-0.0793,-0.044766667,-0.0739,0.029133333,-0.04075,-0.06985,0.0291,-0.0655,-0.0718,0.0063,-0.047266667,-0.0764,-0.04325,-0.07235,-0.068,-0.0743
197002,0.0567,0.0062,0.0505,0.041466667,0.065333333,-0.023866667,0.0714,0.0333,0.0381,0.0499,0.04875,0.00115,0.038966667,0.062833333,0.0689,0.0308,0.0474,0.04625
197003,-0.0047,0.0057,-0.0104,-0.0206,0.0031,-0.0237,0.0067,-0.0362,0.0429,-0.0241,-0.0213,-0.0028,-0.0231,0.0006,0.0042,-0.0387,-0.0266,-0.0238
197004,-0.1053,0.005,-0.1103,-0.153033333,-0.091566667,-0.061466667,-0.0939,-0.15695,0.06305,-0.1455,-0.1385,-0.007,-0.155533333,-0.094066667,-0.0964,-0.15945,-0.148,-0.141
197005,-0.0643,0.0053,-0.0696,-0.098,-0.0542,-0.0438,-0.0612,-0.0938,0.0326,-0.08665,-0.0598,-0.02685,-0.1005,-0.0567,-0.0637,-0.0963,-0.08915,-0.0623
197006,-0.0511,0.0058,-0.0569,-0.071666667,-0.0511,-0.020566667,-0.06435,-0.0698,0.00545,-0.0407,-0.09855,0.05785,-0.074166667,-0.0536,-0.06685,-0.0723,-0.0432,-0.10105
197007,0.0742,0.0052,0.069,0.069766667,0.075966667,-0.0062,0.0728,0.0633,0.0095,0.061,0.0906,-0.0296,0.067266667,0.073466667,0.0703,0.0608,0.0585,0.0881
197008,0.05,0.0053,0.0447,0.0665,0.0505,0.016,0.06325,0.05205,0.0112,0.03505,0.09995,-0.0649,0.064,0.048,0.06075,0.04955,0.03255,0.09745
197009,0.0475,0.0054,0.0421,0.125133333,0.037633333,0.0875,0.0655,0.12115,-0.05565,0.0524,0.1416,-0.0892,0.122633333,0.035133333,0.063,0.11865,0.0499,0.1391
197010,-0.0182,0.0046,-0.0228,-0.057766667,-0.0165,-0.041266667,-0.0337,-0.0359,0.0022,-0.003,-0.0991,0.0961,-0.060266667,-0.019,-0.0362,-0.0384,-0.0055,-0.1016
197011,0.0504,0.0046,0.0458,0.017,0.056866667,-0.039866667,0.0444,0.0284,0.016,0.048,0.01925,0.02875,0.0145,0.054366667,0.0419,0.0259,0.0455,0.01675
197012,0.0607,0.0042,0.0565,0.087833333,0.059866667,0.027966667,0.0767,0.06425,0.01245,0.0624,0.08465,-0.02225,0.085333333,0.057366667,0.0742,0.06175,0.0599,0.08215
197101,0.052,0.0038,0.0482,0.119733333,0.0455,0.074233333,0.0894,0.07495,0.01445,0.06125,0.1271,-0.06585,0.117233333,0.043,0.0869,0.07245,0.05875,0.1246
197102,0.0169,0.0033,0.0136,0.0344,0.015033333,0.019366667,0.0203,0.03375,-0.01345,0.0333,0.0252,0.0081,0.0319,0.012533333,0.0178,0.03125,0.0308,0.0227
197103,0.0448,0.003,0.0418,0.061966667,0.036733333,0.025233333,0.03335,0.0717,-0.03835,0.0504,0.0625,-0.0121,0.059466667,0.034233333,0.03085,0.0692,0.0479,0.06
197104,0.0333,0.0028,0.0305,0.033933333,0.037866667,-0.003933333,0.04065,0.03555,0.0051,0.04565,0.0325,0.01315,0.031433333,0.035366667,0.03815,0.03305,0.04315,0.03
197105,-0.0364,0.0029,-0.0393,-0.048966667,-0.0385,-0.010466667,-0.0473,-0.03545,-0.01185,-0.04,-0.0489,0.0089,-0.051466667,-0.041,-0.0498,-0.03795,-0.0425,-0.0514
197106,0.0031,0.0037,-0.0006,-0.010766667,0.003566667,-0.014333333,-0.01065,0.0088,-0.01945,0.01215,-0.015,0.02715,-0.013266667,0.001066667,-0.01315,0.0063,0.00965,-0.0175
197107,-0.0403,0.004,-0.0443,-0.0563,-0.040566667,-0.015733333,-0.051,-0.0538,0.0028,-0.06255,-0.0389,-0.02365,-0.0588,-0.043066667,-0.0535,-0.0563,-0.06505,-0.0414
197108,0.0425,0.0047,0.0378,0.048066667,0.0459,0.002166667,0.0669,0.048,0.0189,0.06195,0.02685,0.0351,0.045566667,0.0434,0.0644,0.0455,0.05945,0.02435
197109,-0.005,0.0037,-0.0087,-0.0063,-0.010166667,0.003866667,-0.02045,0.00665,-0.0271,0.0017,-0.0192,0.0209,-0.0088,-0.012666667,-0.02295,0.00415,-0.0008,-0.0217
197110,-0.0407,0.0037,-0.0444,-0.056433333,-0.039133333,-0.0173,-0.0539,-0.0494,-0.0045,-0.0509,-0.0555,0.0046,-0.058933333,-0.041633333,-0.0564,-0.0519,-0.0534,-0.058
197111,-0.0013,0.0037,-0.005,-0.031966667,-0.004333333,-0.027633333,-0.02985,-0.0106,-0.01925,-0.0078,-0.0225,0.0147,-0.034466667,-0.006833333,-0.03235,-0.0131,-0.0103,-0.025
